bcell_id	h_age	new_h_age
3492008	36 +/- 10 years	36 ± 10 years
3492009	43 +/- 12 years	43 ± 12 years
3492011	43 +/- 12 years	43 ± 12 years
3492012	36 +/- 10 years	36 ± 10 years
3492013	43 +/- 12 years	43 ± 12 years
3492014	36 +/- 10 years	36 ± 10 years
3492165	43 +/- 12 years	43 ± 12 years
3492166	36 +/- 10 years	36 ± 10 years
3492167	43 +/- 12 years	43 ± 12 years
3492169	43 +/- 12 years	43 ± 12 years
3492170	36 +/- 10 years	36 ± 10 years
3492171	43 +/- 12 years	43 ± 12 years
3492172	36 +/- 10 years	36 ± 10 years
3492173	43 +/- 12 years	43 ± 12 years
3492174	36 +/- 10 years	36 ± 10 years
3492325	43 +/- 12 years	43 ± 12 years
3492326	36 +/- 10 years	36 ± 10 years
3492327	43 +/- 12 years	43 ± 12 years
3492328	36 +/- 10 years	36 ± 10 years
3492329	43 +/- 12 years	43 ± 12 years
3492331	43 +/- 12 years	43 ± 12 years
3492332	36 +/- 10 years	36 ± 10 years
3492333	43 +/- 12 years	43 ± 12 years
3492334	36 +/- 10 years	36 ± 10 years
3492485	43 +/- 12 years	43 ± 12 years
3492486	36 +/- 10 years	36 ± 10 years
3492487	43 +/- 12 years	43 ± 12 years
3492488	36 +/- 10 years	36 ± 10 years
3492489	43 +/- 12 years	43 ± 12 years
3492490	36 +/- 10 years	36 ± 10 years
3492491	43 +/- 12 years	43 ± 12 years
3492492	36 +/- 10 years	36 ± 10 years
3492494	36 +/- 10 years	36 ± 10 years
3492646	36 +/- 10 years	36 ± 10 years
3492647	43 +/- 12 years	43 ± 12 years
3492648	36 +/- 10 years	36 ± 10 years
3492649	43 +/- 12 years	43 ± 12 years
3492650	36 +/- 10 years	36 ± 10 years
3492651	43 +/- 12 years	43 ± 12 years
3492652	36 +/- 10 years	36 ± 10 years
3492653	43 +/- 12 years	43 ± 12 years
3492654	36 +/- 10 years	36 ± 10 years
3492805	43 +/- 12 years	43 ± 12 years
3492807	43 +/- 12 years	43 ± 12 years
3492808	36 +/- 10 years	36 ± 10 years
3492809	43 +/- 12 years	43 ± 12 years
3492810	36 +/- 10 years	36 ± 10 years
3492811	43 +/- 12 years	43 ± 12 years
3492812	36 +/- 10 years	36 ± 10 years
3492813	43 +/- 12 years	43 ± 12 years
3492814	36 +/- 10 years	36 ± 10 years
3492965	43 +/- 12 years	43 ± 12 years
3492966	36 +/- 10 years	36 ± 10 years
3492967	43 +/- 12 years	43 ± 12 years
3492968	36 +/- 10 years	36 ± 10 years
3492969	43 +/- 12 years	43 ± 12 years
3492970	36 +/- 10 years	36 ± 10 years
3492971	43 +/- 12 years	43 ± 12 years
3492972	36 +/- 10 years	36 ± 10 years
3492974	36 +/- 10 years	36 ± 10 years
3493126	36 +/- 10 years	36 ± 10 years
3493127	43 +/- 12 years	43 ± 12 years
3493128	36 +/- 10 years	36 ± 10 years
3493129	43 +/- 12 years	43 ± 12 years
3493130	36 +/- 10 years	36 ± 10 years
3493131	43 +/- 12 years	43 ± 12 years
3493132	36 +/- 10 years	36 ± 10 years
3493133	43 +/- 12 years	43 ± 12 years
3493134	36 +/- 10 years	36 ± 10 years
3493286	36 +/- 10 years	36 ± 10 years
3493287	43 +/- 12 years	43 ± 12 years
3493288	36 +/- 10 years	36 ± 10 years
3493289	43 +/- 12 years	43 ± 12 years
3493290	36 +/- 10 years	36 ± 10 years
3493291	43 +/- 12 years	43 ± 12 years
3493292	36 +/- 10 years	36 ± 10 years
3493293	43 +/- 12 years	43 ± 12 years
3493294	36 +/- 10 years	36 ± 10 years
3493445	43 +/- 12 years	43 ± 12 years
3493446	36 +/- 10 years	36 ± 10 years
3493447	43 +/- 12 years	43 ± 12 years
3493448	36 +/- 10 years	36 ± 10 years
3493449	43 +/- 12 years	43 ± 12 years
3493451	43 +/- 12 years	43 ± 12 years
3493452	36 +/- 10 years	36 ± 10 years
3493453	43 +/- 12 years	43 ± 12 years
3493454	36 +/- 10 years	36 ± 10 years
3493595	43 +/- 12 years	43 ± 12 years
3493596	36 +/- 10 years	36 ± 10 years
3493597	43 +/- 12 years	43 ± 12 years
3493598	36 +/- 10 years	36 ± 10 years
3477328	6 to 8 weeks	6-8 weeks
3491710	36 +/- 10 years	36 ± 10 years
3491858	36 +/- 10 years	36 ± 10 years
3491860	36 +/- 10 years	36 ± 10 years
3491861	43 +/- 12 years	43 ± 12 years
3491862	36 +/- 10 years	36 ± 10 years
3491863	43 +/- 12 years	43 ± 12 years
3491864	36 +/- 10 years	36 ± 10 years
3491865	43 +/- 12 years	43 ± 12 years
3491866	36 +/- 10 years	36 ± 10 years
3491867	43 +/- 12 years	43 ± 12 years
3492015	43 +/- 12 years	43 ± 12 years
3492016	36 +/- 10 years	36 ± 10 years
3492017	43 +/- 12 years	43 ± 12 years
3492018	36 +/- 10 years	36 ± 10 years
3492019	43 +/- 12 years	43 ± 12 years
3492021	43 +/- 12 years	43 ± 12 years
3492022	36 +/- 10 years	36 ± 10 years
3492023	43 +/- 12 years	43 ± 12 years
3492024	36 +/- 10 years	36 ± 10 years
3492175	43 +/- 12 years	43 ± 12 years
3492176	36 +/- 10 years	36 ± 10 years
3492177	43 +/- 12 years	43 ± 12 years
3492178	36 +/- 10 years	36 ± 10 years
3492179	43 +/- 12 years	43 ± 12 years
3492180	36 +/- 10 years	36 ± 10 years
3492181	43 +/- 12 years	43 ± 12 years
3492183	43 +/- 12 years	43 ± 12 years
3492184	36 +/- 10 years	36 ± 10 years
3492335	43 +/- 12 years	43 ± 12 years
3492336	36 +/- 10 years	36 ± 10 years
3492337	43 +/- 12 years	43 ± 12 years
3492338	36 +/- 10 years	36 ± 10 years
3492339	43 +/- 12 years	43 ± 12 years
3492341	43 +/- 12 years	43 ± 12 years
3492342	36 +/- 10 years	36 ± 10 years
3492343	43 +/- 12 years	43 ± 12 years
3492344	36 +/- 10 years	36 ± 10 years
3492496	36 +/- 10 years	36 ± 10 years
3492497	43 +/- 12 years	43 ± 12 years
3492498	36 +/- 10 years	36 ± 10 years
3492499	43 +/- 12 years	43 ± 12 years
3492500	36 +/- 10 years	36 ± 10 years
3492501	43 +/- 12 years	43 ± 12 years
3492502	36 +/- 10 years	36 ± 10 years
3492503	43 +/- 12 years	43 ± 12 years
3492504	36 +/- 10 years	36 ± 10 years
3492656	36 +/- 10 years	36 ± 10 years
3492657	43 +/- 12 years	43 ± 12 years
3492658	36 +/- 10 years	36 ± 10 years
3492659	43 +/- 12 years	43 ± 12 years
3492660	36 +/- 10 years	36 ± 10 years
3492661	43 +/- 12 years	43 ± 12 years
3492662	36 +/- 10 years	36 ± 10 years
3492663	43 +/- 12 years	43 ± 12 years
3492664	36 +/- 10 years	36 ± 10 years
3492815	43 +/- 12 years	43 ± 12 years
3492817	43 +/- 12 years	43 ± 12 years
3492818	36 +/- 10 years	36 ± 10 years
3492819	43 +/- 12 years	43 ± 12 years
3492820	36 +/- 10 years	36 ± 10 years
3492821	43 +/- 12 years	43 ± 12 years
3492822	36 +/- 10 years	36 ± 10 years
3492823	43 +/- 12 years	43 ± 12 years
3492824	36 +/- 10 years	36 ± 10 years
3492976	36 +/- 10 years	36 ± 10 years
3492977	43 +/- 12 years	43 ± 12 years
3492978	36 +/- 10 years	36 ± 10 years
3492979	43 +/- 12 years	43 ± 12 years
3492980	36 +/- 10 years	36 ± 10 years
3492981	43 +/- 12 years	43 ± 12 years
3492982	36 +/- 10 years	36 ± 10 years
3492983	43 +/- 12 years	43 ± 12 years
3492984	36 +/- 10 years	36 ± 10 years
3493135	43 +/- 12 years	43 ± 12 years
3493136	36 +/- 10 years	36 ± 10 years
3493137	43 +/- 12 years	43 ± 12 years
3493138	36 +/- 10 years	36 ± 10 years
3493139	43 +/- 12 years	43 ± 12 years
3493140	36 +/- 10 years	36 ± 10 years
3493141	43 +/- 12 years	43 ± 12 years
3493142	36 +/- 10 years	36 ± 10 years
3493143	43 +/- 12 years	43 ± 12 years
3493295	43 +/- 12 years	43 ± 12 years
3493296	36 +/- 10 years	36 ± 10 years
3493297	43 +/- 12 years	43 ± 12 years
3493299	43 +/- 12 years	43 ± 12 years
3493300	36 +/- 10 years	36 ± 10 years
3493301	43 +/- 12 years	43 ± 12 years
3493302	36 +/- 10 years	36 ± 10 years
3493303	43 +/- 12 years	43 ± 12 years
3493304	36 +/- 10 years	36 ± 10 years
3493455	43 +/- 12 years	43 ± 12 years
3493456	36 +/- 10 years	36 ± 10 years
3493457	43 +/- 12 years	43 ± 12 years
3493458	36 +/- 10 years	36 ± 10 years
3493460	36 +/- 10 years	36 ± 10 years
3493461	43 +/- 12 years	43 ± 12 years
3493462	36 +/- 10 years	36 ± 10 years
3493463	43 +/- 12 years	43 ± 12 years
3493464	36 +/- 10 years	36 ± 10 years
3493600	36 +/- 10 years	36 ± 10 years
3477329	6 to 8 weeks	6-8 weeks
3477330	6 to 8 weeks	6-8 weeks
3491712	36 +/- 10 years	36 ± 10 years
3491713	43 +/- 12 years	43 ± 12 years
3491714	36 +/- 10 years	36 ± 10 years
3491715	43 +/- 12 years	43 ± 12 years
3491716	36 +/- 10 years	36 ± 10 years
3491717	43 +/- 12 years	43 ± 12 years
3491868	36 +/- 10 years	36 ± 10 years
3491869	43 +/- 12 years	43 ± 12 years
3491870	36 +/- 10 years	36 ± 10 years
3491871	43 +/- 12 years	43 ± 12 years
3491873	43 +/- 12 years	43 ± 12 years
3491874	36 +/- 10 years	36 ± 10 years
3491875	43 +/- 12 years	43 ± 12 years
3491876	36 +/- 10 years	36 ± 10 years
3491877	43 +/- 12 years	43 ± 12 years
3492025	43 +/- 12 years	43 ± 12 years
3492026	36 +/- 10 years	36 ± 10 years
3492027	43 +/- 12 years	43 ± 12 years
3492028	36 +/- 10 years	36 ± 10 years
3492029	43 +/- 12 years	43 ± 12 years
3492031	43 +/- 12 years	43 ± 12 years
3492032	36 +/- 10 years	36 ± 10 years
3492033	43 +/- 12 years	43 ± 12 years
3492034	36 +/- 10 years	36 ± 10 years
3492185	43 +/- 12 years	43 ± 12 years
3492186	36 +/- 10 years	36 ± 10 years
3492187	43 +/- 12 years	43 ± 12 years
3492189	43 +/- 12 years	43 ± 12 years
3492190	36 +/- 10 years	36 ± 10 years
3492191	43 +/- 12 years	43 ± 12 years
3492192	36 +/- 10 years	36 ± 10 years
3492193	43 +/- 12 years	43 ± 12 years
3492194	36 +/- 10 years	36 ± 10 years
3492345	43 +/- 12 years	43 ± 12 years
3492346	36 +/- 10 years	36 ± 10 years
3492347	43 +/- 12 years	43 ± 12 years
3492348	36 +/- 10 years	36 ± 10 years
3492349	43 +/- 12 years	43 ± 12 years
3492350	36 +/- 10 years	36 ± 10 years
3492352	36 +/- 10 years	36 ± 10 years
3492353	43 +/- 12 years	43 ± 12 years
3492354	36 +/- 10 years	36 ± 10 years
3492506	36 +/- 10 years	36 ± 10 years
3492507	43 +/- 12 years	43 ± 12 years
3492508	36 +/- 10 years	36 ± 10 years
3492509	43 +/- 12 years	43 ± 12 years
3492510	36 +/- 10 years	36 ± 10 years
3492511	43 +/- 12 years	43 ± 12 years
3492512	36 +/- 10 years	36 ± 10 years
3492513	43 +/- 12 years	43 ± 12 years
3492514	36 +/- 10 years	36 ± 10 years
3492665	43 +/- 12 years	43 ± 12 years
3492666	36 +/- 10 years	36 ± 10 years
3492667	43 +/- 12 years	43 ± 12 years
3492668	36 +/- 10 years	36 ± 10 years
3492669	43 +/- 12 years	43 ± 12 years
3492670	36 +/- 10 years	36 ± 10 years
3492671	43 +/- 12 years	43 ± 12 years
3492672	36 +/- 10 years	36 ± 10 years
3492673	43 +/- 12 years	43 ± 12 years
3492825	43 +/- 12 years	43 ± 12 years
3492826	36 +/- 10 years	36 ± 10 years
3492827	43 +/- 12 years	43 ± 12 years
3492828	36 +/- 10 years	36 ± 10 years
3492829	43 +/- 12 years	43 ± 12 years
3492830	36 +/- 10 years	36 ± 10 years
3492831	43 +/- 12 years	43 ± 12 years
3492832	36 +/- 10 years	36 ± 10 years
3492834	36 +/- 10 years	36 ± 10 years
3492986	36 +/- 10 years	36 ± 10 years
3492987	43 +/- 12 years	43 ± 12 years
3492988	36 +/- 10 years	36 ± 10 years
3492989	43 +/- 12 years	43 ± 12 years
3492990	36 +/- 10 years	36 ± 10 years
3492991	43 +/- 12 years	43 ± 12 years
3492992	36 +/- 10 years	36 ± 10 years
3492993	43 +/- 12 years	43 ± 12 years
3492994	36 +/- 10 years	36 ± 10 years
3493145	43 +/- 12 years	43 ± 12 years
3493147	43 +/- 12 years	43 ± 12 years
3493148	36 +/- 10 years	36 ± 10 years
3493149	43 +/- 12 years	43 ± 12 years
3493150	36 +/- 10 years	36 ± 10 years
3493151	43 +/- 12 years	43 ± 12 years
3493152	36 +/- 10 years	36 ± 10 years
3493153	43 +/- 12 years	43 ± 12 years
3493154	36 +/- 10 years	36 ± 10 years
3493305	43 +/- 12 years	43 ± 12 years
3493306	36 +/- 10 years	36 ± 10 years
3493307	43 +/- 12 years	43 ± 12 years
3493309	43 +/- 12 years	43 ± 12 years
3493310	36 +/- 10 years	36 ± 10 years
3493311	43 +/- 12 years	43 ± 12 years
3493312	36 +/- 10 years	36 ± 10 years
3493313	43 +/- 12 years	43 ± 12 years
3493314	36 +/- 10 years	36 ± 10 years
3493465	43 +/- 12 years	43 ± 12 years
3493466	36 +/- 10 years	36 ± 10 years
3493467	43 +/- 12 years	43 ± 12 years
3493469	43 +/- 12 years	43 ± 12 years
3493470	36 +/- 10 years	36 ± 10 years
3493471	43 +/- 12 years	43 ± 12 years
3493472	36 +/- 10 years	36 ± 10 years
3493473	43 +/- 12 years	43 ± 12 years
3493474	36 +/- 10 years	36 ± 10 years
3493601	43 +/- 12 years	43 ± 12 years
3491718	36 +/- 10 years	36 ± 10 years
3491719	43 +/- 12 years	43 ± 12 years
3491720	36 +/- 10 years	36 ± 10 years
3491721	43 +/- 12 years	43 ± 12 years
3491722	36 +/- 10 years	36 ± 10 years
3491723	43 +/- 12 years	43 ± 12 years
3491725	43 +/- 12 years	43 ± 12 years
3491726	36 +/- 10 years	36 ± 10 years
3491727	43 +/- 12 years	43 ± 12 years
3491878	36 +/- 10 years	36 ± 10 years
3491879	43 +/- 12 years	43 ± 12 years
3491880	36 +/- 10 years	36 ± 10 years
3491882	36 +/- 10 years	36 ± 10 years
3491883	43 +/- 12 years	43 ± 12 years
3491884	36 +/- 10 years	36 ± 10 years
3491885	43 +/- 12 years	43 ± 12 years
3491886	36 +/- 10 years	36 ± 10 years
3491887	43 +/- 12 years	43 ± 12 years
3492035	43 +/- 12 years	43 ± 12 years
3492036	36 +/- 10 years	36 ± 10 years
3492037	43 +/- 12 years	43 ± 12 years
3492039	43 +/- 12 years	43 ± 12 years
3492040	36 +/- 10 years	36 ± 10 years
3492041	43 +/- 12 years	43 ± 12 years
3492042	36 +/- 10 years	36 ± 10 years
3492043	43 +/- 12 years	43 ± 12 years
3492044	36 +/- 10 years	36 ± 10 years
3492195	43 +/- 12 years	43 ± 12 years
3492196	36 +/- 10 years	36 ± 10 years
3492198	36 +/- 10 years	36 ± 10 years
3492199	43 +/- 12 years	43 ± 12 years
3492200	36 +/- 10 years	36 ± 10 years
3492201	43 +/- 12 years	43 ± 12 years
3492202	36 +/- 10 years	36 ± 10 years
3492203	43 +/- 12 years	43 ± 12 years
3492204	36 +/- 10 years	36 ± 10 years
3492355	43 +/- 12 years	43 ± 12 years
3492356	36 +/- 10 years	36 ± 10 years
3492357	43 +/- 12 years	43 ± 12 years
3492358	36 +/- 10 years	36 ± 10 years
3492359	43 +/- 12 years	43 ± 12 years
3492361	43 +/- 12 years	43 ± 12 years
3492362	36 +/- 10 years	36 ± 10 years
3492363	43 +/- 12 years	43 ± 12 years
3492364	36 +/- 10 years	36 ± 10 years
3492516	36 +/- 10 years	36 ± 10 years
3492517	43 +/- 12 years	43 ± 12 years
3492518	36 +/- 10 years	36 ± 10 years
3492519	43 +/- 12 years	43 ± 12 years
3492520	36 +/- 10 years	36 ± 10 years
3492521	43 +/- 12 years	43 ± 12 years
3492522	36 +/- 10 years	36 ± 10 years
3492523	43 +/- 12 years	43 ± 12 years
3492524	36 +/- 10 years	36 ± 10 years
3492675	43 +/- 12 years	43 ± 12 years
3492677	43 +/- 12 years	43 ± 12 years
3492678	36 +/- 10 years	36 ± 10 years
3492679	43 +/- 12 years	43 ± 12 years
3492680	36 +/- 10 years	36 ± 10 years
3492681	43 +/- 12 years	43 ± 12 years
3492682	36 +/- 10 years	36 ± 10 years
3492683	43 +/- 12 years	43 ± 12 years
3492684	36 +/- 10 years	36 ± 10 years
3492835	43 +/- 12 years	43 ± 12 years
3492837	43 +/- 12 years	43 ± 12 years
3492838	36 +/- 10 years	36 ± 10 years
3492839	43 +/- 12 years	43 ± 12 years
3492840	36 +/- 10 years	36 ± 10 years
3492841	43 +/- 12 years	43 ± 12 years
3492842	36 +/- 10 years	36 ± 10 years
3492843	43 +/- 12 years	43 ± 12 years
3492844	36 +/- 10 years	36 ± 10 years
3492995	43 +/- 12 years	43 ± 12 years
3492996	36 +/- 10 years	36 ± 10 years
3492997	43 +/- 12 years	43 ± 12 years
3492998	36 +/- 10 years	36 ± 10 years
3492999	43 +/- 12 years	43 ± 12 years
3493000	36 +/- 10 years	36 ± 10 years
3493001	43 +/- 12 years	43 ± 12 years
3493002	36 +/- 10 years	36 ± 10 years
3493004	36 +/- 10 years	36 ± 10 years
3493155	43 +/- 12 years	43 ± 12 years
3493157	43 +/- 12 years	43 ± 12 years
3493158	36 +/- 10 years	36 ± 10 years
3493159	43 +/- 12 years	43 ± 12 years
3493160	36 +/- 10 years	36 ± 10 years
3493161	43 +/- 12 years	43 ± 12 years
3493162	36 +/- 10 years	36 ± 10 years
3493163	43 +/- 12 years	43 ± 12 years
3493164	36 +/- 10 years	36 ± 10 years
3493315	43 +/- 12 years	43 ± 12 years
3493316	36 +/- 10 years	36 ± 10 years
3493317	43 +/- 12 years	43 ± 12 years
3493318	36 +/- 10 years	36 ± 10 years
3493319	43 +/- 12 years	43 ± 12 years
3493320	36 +/- 10 years	36 ± 10 years
3493321	43 +/- 12 years	43 ± 12 years
3493322	36 +/- 10 years	36 ± 10 years
3493324	36 +/- 10 years	36 ± 10 years
3493475	43 +/- 12 years	43 ± 12 years
3493476	36 +/- 10 years	36 ± 10 years
3493478	36 +/- 10 years	36 ± 10 years
3493479	43 +/- 12 years	43 ± 12 years
3493480	36 +/- 10 years	36 ± 10 years
3493481	43 +/- 12 years	43 ± 12 years
3493482	36 +/- 10 years	36 ± 10 years
3493483	43 +/- 12 years	43 ± 12 years
3493484	36 +/- 10 years	36 ± 10 years
3493602	36 +/- 10 years	36 ± 10 years
3493603	43 +/- 12 years	43 ± 12 years
3493604	36 +/- 10 years	36 ± 10 years
3493605	43 +/- 12 years	43 ± 12 years
3493606	36 +/- 10 years	36 ± 10 years
3493608	36 +/- 10 years	36 ± 10 years
3493609	43 +/- 12 years	43 ± 12 years
3493610	36 +/- 10 years	36 ± 10 years
3493611	43 +/- 12 years	43 ± 12 years
3491728	36 +/- 10 years	36 ± 10 years
3491729	43 +/- 12 years	43 ± 12 years
3491730	36 +/- 10 years	36 ± 10 years
3491731	43 +/- 12 years	43 ± 12 years
3491733	43 +/- 12 years	43 ± 12 years
3491734	36 +/- 10 years	36 ± 10 years
3491735	43 +/- 12 years	43 ± 12 years
3491736	36 +/- 10 years	36 ± 10 years
3491737	43 +/- 12 years	43 ± 12 years
3491888	36 +/- 10 years	36 ± 10 years
3491889	43 +/- 12 years	43 ± 12 years
3491890	36 +/- 10 years	36 ± 10 years
3491892	36 +/- 10 years	36 ± 10 years
3491893	43 +/- 12 years	43 ± 12 years
3491894	36 +/- 10 years	36 ± 10 years
3491895	43 +/- 12 years	43 ± 12 years
3491896	36 +/- 10 years	36 ± 10 years
3491897	43 +/- 12 years	43 ± 12 years
3492045	43 +/- 12 years	43 ± 12 years
3492046	36 +/- 10 years	36 ± 10 years
3492047	43 +/- 12 years	43 ± 12 years
3492048	36 +/- 10 years	36 ± 10 years
3492050	36 +/- 10 years	36 ± 10 years
3492051	43 +/- 12 years	43 ± 12 years
3492052	36 +/- 10 years	36 ± 10 years
3492053	43 +/- 12 years	43 ± 12 years
3492054	36 +/- 10 years	36 ± 10 years
3492205	43 +/- 12 years	43 ± 12 years
3492206	36 +/- 10 years	36 ± 10 years
3492207	43 +/- 12 years	43 ± 12 years
3492208	36 +/- 10 years	36 ± 10 years
3492209	43 +/- 12 years	43 ± 12 years
3492211	43 +/- 12 years	43 ± 12 years
3492212	36 +/- 10 years	36 ± 10 years
3492213	43 +/- 12 years	43 ± 12 years
3492214	36 +/- 10 years	36 ± 10 years
3492365	43 +/- 12 years	43 ± 12 years
3492366	36 +/- 10 years	36 ± 10 years
3492367	43 +/- 12 years	43 ± 12 years
3492368	36 +/- 10 years	36 ± 10 years
3492369	43 +/- 12 years	43 ± 12 years
3492371	43 +/- 12 years	43 ± 12 years
3492372	36 +/- 10 years	36 ± 10 years
3492373	43 +/- 12 years	43 ± 12 years
3492374	36 +/- 10 years	36 ± 10 years
3492525	43 +/- 12 years	43 ± 12 years
3492527	43 +/- 12 years	43 ± 12 years
3492528	36 +/- 10 years	36 ± 10 years
3492529	43 +/- 12 years	43 ± 12 years
3492530	36 +/- 10 years	36 ± 10 years
3492531	43 +/- 12 years	43 ± 12 years
3492532	36 +/- 10 years	36 ± 10 years
3492533	43 +/- 12 years	43 ± 12 years
3492534	36 +/- 10 years	36 ± 10 years
3492685	43 +/- 12 years	43 ± 12 years
3492687	43 +/- 12 years	43 ± 12 years
3492688	36 +/- 10 years	36 ± 10 years
3492689	43 +/- 12 years	43 ± 12 years
3492690	36 +/- 10 years	36 ± 10 years
3492691	43 +/- 12 years	43 ± 12 years
3492692	36 +/- 10 years	36 ± 10 years
3492693	43 +/- 12 years	43 ± 12 years
3492694	36 +/- 10 years	36 ± 10 years
3492845	43 +/- 12 years	43 ± 12 years
3492847	43 +/- 12 years	43 ± 12 years
3492848	36 +/- 10 years	36 ± 10 years
3492849	43 +/- 12 years	43 ± 12 years
3492850	36 +/- 10 years	36 ± 10 years
3492851	43 +/- 12 years	43 ± 12 years
3492852	36 +/- 10 years	36 ± 10 years
3492853	43 +/- 12 years	43 ± 12 years
3492854	36 +/- 10 years	36 ± 10 years
3493005	43 +/- 12 years	43 ± 12 years
3493007	43 +/- 12 years	43 ± 12 years
3493008	36 +/- 10 years	36 ± 10 years
3493009	43 +/- 12 years	43 ± 12 years
3493010	36 +/- 10 years	36 ± 10 years
3493011	43 +/- 12 years	43 ± 12 years
3493012	36 +/- 10 years	36 ± 10 years
3493013	43 +/- 12 years	43 ± 12 years
3493014	36 +/- 10 years	36 ± 10 years
3493165	43 +/- 12 years	43 ± 12 years
3493167	43 +/- 12 years	43 ± 12 years
3493168	36 +/- 10 years	36 ± 10 years
3493169	43 +/- 12 years	43 ± 12 years
3493170	36 +/- 10 years	36 ± 10 years
3493171	43 +/- 12 years	43 ± 12 years
3493172	36 +/- 10 years	36 ± 10 years
3493173	43 +/- 12 years	43 ± 12 years
3493174	36 +/- 10 years	36 ± 10 years
3493325	43 +/- 12 years	43 ± 12 years
3493326	36 +/- 10 years	36 ± 10 years
3493327	43 +/- 12 years	43 ± 12 years
3493328	36 +/- 10 years	36 ± 10 years
3493329	43 +/- 12 years	43 ± 12 years
3493330	36 +/- 10 years	36 ± 10 years
3493332	36 +/- 10 years	36 ± 10 years
3493333	43 +/- 12 years	43 ± 12 years
3493334	36 +/- 10 years	36 ± 10 years
3493485	43 +/- 12 years	43 ± 12 years
3493486	36 +/- 10 years	36 ± 10 years
3493487	43 +/- 12 years	43 ± 12 years
3493488	36 +/- 10 years	36 ± 10 years
3493489	43 +/- 12 years	43 ± 12 years
3493490	36 +/- 10 years	36 ± 10 years
3493491	43 +/- 12 years	43 ± 12 years
3493492	36 +/- 10 years	36 ± 10 years
3493494	36 +/- 10 years	36 ± 10 years
3493612	36 +/- 10 years	36 ± 10 years
3493613	43 +/- 12 years	43 ± 12 years
3493614	36 +/- 10 years	36 ± 10 years
3493615	43 +/- 12 years	43 ± 12 years
3493616	36 +/- 10 years	36 ± 10 years
3493618	36 +/- 10 years	36 ± 10 years
3493619	43 +/- 12 years	43 ± 12 years
3493620	36 +/- 10 years	36 ± 10 years
3493621	43 +/- 12 years	43 ± 12 years
3491738	36 +/- 10 years	36 ± 10 years
3491739	43 +/- 12 years	43 ± 12 years
3491740	36 +/- 10 years	36 ± 10 years
3491741	43 +/- 12 years	43 ± 12 years
3491742	36 +/- 10 years	36 ± 10 years
3491743	43 +/- 12 years	43 ± 12 years
3491745	43 +/- 12 years	43 ± 12 years
3491746	36 +/- 10 years	36 ± 10 years
3491747	43 +/- 12 years	43 ± 12 years
3491898	36 +/- 10 years	36 ± 10 years
