index	invalid_word	pdb_plausible?	context	occurrences	replace_with	remove	invalidate	allow
3575	5ymv	Y	'figures 2, 5, s2, table ii and pdb 5ymv (v1.0)', 'figures 2, 5, s2, table 2 and pdb 5ymv (v1.0)', 'figure 2, 5, s2, table 2 and pdb 5ymv (v1.0)'	1				
3576	5ymw	Y	'figures 2, 5, s2, table ii and pdb 5ymw (v1.0)', 'figure 2, 5, s2, table 2 and pdb 5ymw (v1.0)'	1				
3577	8dls	Y	'figures 2, 5, supplemental figure 23, supplemental table 1 and pdb 8dls', 'figure 2, 5, supplemental figure 23, supplemental table 1 and pdb 8dls'	2				
3578	4dk3	Y	'figures 2, 5, supplementary table s1, supplementary figure s4 and pdb 4dk3', 'pdb 4dka, 4dk6 and 4dk3'	2				
3579	4dk6	Y	'figures 2, 5, supplementary table s1, supplementary figure s4 and pdb 4dk6', 'pdb 4dka, 4dk6 and 4dk3', 'figure 2, 5, supplementary table s1, supplementary figure s4 and pdb 4dk6'	2				
3580	4dka	Y	'figures 2, 5, supplementary table s1, supplementary figure s4 and pdb 4dka', 'pdb 4dka, 4dk6 and 4dk3', 'figure 2, 5, supplementary table s1, supplementary figure s4 and pdb 4dka'	2				
3581	5ksb	Y	'figures 2, 5, table 2 and pdb 5ksb'	2				
3582	7kd0	Y	'figures 2, 6, 8, s5, s6, tables 1 and s2, and pdb 7kd0', 'figure 2, 6, 8, s5, s6, table 1 and s2, and pdb 7kd0'	2				
3583	7wog	Y	'figures 2, 6, s2, s3, s4, table s1 and pdb 7wog', 'figure 2, 6, s2, s3, s4, table s1 and pdb 7wog'	2				
3584	6wg1	Y	'figures 2, 6, supplementary figure 4, supplementary table 3 and pdb 6wg1', 'figure 2, 6, supplementary figure 4, supplementary table 3 and pdb 6wg1'	1				
3585	6wg2	Y	'figures 2, 6, supplementary figure 4, supplementary table 3 and pdb 6wg2', 'figure 2, 6, supplementary figure 4, supplementary table 3 and pdb 6wg2'	1				
3586	6id4	Y	'figures 2, 6, table 1, supplementary table 2 and pdb 6id4'	1				
3587	7yar	Y	'figures 2, 6, table s3 and pdb 7yar', 'figure 2, 6, table s3 and pdb 7yar'	1				
3588	5d72	Y	'figures 2, 6, tables s1, s2 and pdb 5d72'	2				
3589	7kc9	Y	'figures 2, 7, 8, tables1 and s2, and pdb 7kc9', 'figure 2, 7, 8, tables1 and s2, and pdb 7kc9'	2				
3590	7kdu	Y	'figures 2, 7, tables 1 and s2, and pdb 7kdu', 'figure 2, 7, table 1 and s2, and pdb 7kdu'	2				
3591	5d71	Y	'figures 2, 7, tables s1, s2 and pdb 5d71', 'figure 2, 7, table s1, s2 and pdb 5d71'	2				
3592	6oej	Y	'figures 2, s1, s2, tables 1, s2 and pdb 6oej', 'figure 2, s1, s2, table 1, s2 and pdb 6oej'	2				
3593	3pgd	Y	'figures 2, s1, s2, tables s1, s2 and pdb 3pgd', 'figure 2, s1, s2, table s1, s2 and pdb 3pgd'	1				
3594	7k7y	Y	'figures 2, s1, s2, tables s1, s4, s5 and pdb 7k7y', 'figure 2, s1, s2, tables s1, s4, s5 and pdb 7k7y', 'figure 2, s1, s2, table s1, s4, s5 and pdb 7k7y'	1				
3595	6d01	Y	'figures 2, s1, s3, tables s4, s5, s6, s10 and pdb 6d01', 'figure 2, s1, s3, tables s4, s5, s6, s10 and pdb 6d01'	1				
3596	1yym	Y	'figures 2, s1, table 1 and pdb 1yym', 'pdb 1yym and 1yyl', 'figure 2, s1, table 1 and pdb 1yym'	2				
3597	6p23	Y	'figures 2, s1, table 1 and pdb 6p23'	1				
3598	6p2c	Y	'figures 2, s1, table 1 and pdb 6p2c', 'figure 2, s1, table 1 and pdb 6p2c'	1				
3599	6fax	Y	'figures 2, s1, table s1 and pdb 6fax', 'figure 2, s1, table s1 and pdb 6fax'	1				
3600	6ppg	Y	'figures 2, s1, table s1 and pdb 6ppg', 'figure 2, s1, table s1 and pdb 6ppg'	2				
3601	7ahu	Y	'figures 2, s1, table s1, and pdb 7ahu'	2				
3602	7ahv	Y	'figures 2, s1, table s1, and pdb 7ahv', 'figure 2, s1, table s1, and pdb 7ahv'	2				
3603	7rqq	Y	'figures 2, s1, table s2 and pdb 7rqq', 'figure 2, s1, table s2 and pdb 7rqq'	1				
3604	7rqr	Y	'figures 2, s1, table s2 and pdb 7rqr', 'figure 2, s1, table s2 and pdb 7rqr'	1				
3605	6bfs	Y	'figures 2, s1, tables 1, 2 and pdb 6bfs', 'table 2 and pdb 6bfs'	2				
3606	6plk	Y	'figures 2, s1, tables s1, s2, s3, and pdb 6plk', 'tables s2 and pdb 6plk', 'figure 2, s1, table s1, s2, s3, and pdb 6plk', 'table s2 and pdb 6plk'	2				
3607	7dk2	Y	'figures 2, s10 and pdb 7dk2'	2				
3608	5i8c	Y	'figures 2, s13, table s1 and pdb 5i8c', 'figure 2, s13, table s1 and pdb 5i8c'	1				
3609	6xkr	Y	'figures 2, s13, table s1 and pdb 6xkr', 'figure 2, s13, table s1 and pdb 6xkr'	2				
3610	6o9h	Y	'figures 2, s2 and pdb 6o9h', 'pdb 6o9h and 6o9i', 'figure 2, s2 and pdb 6o9h'	2				
3611	6pbv	Y	'figures 2, s2, s3, s4, table s3 and pdb 6pbv', 'methods and pdb 6pbv', 'figure 2, s2, s3, s4, table s3 and pdb 6pbv'	2				
3612	6pbw	Y	'figures 2, s2, s3, s4, table s3 and pdb 6pbw', 'methods and pdb 6pbw', 'figure 2, s2, s3, s4, table s3 and pdb 6pbw'	2				
3613	6uft	Y	'figures 2, s2, s3, s6, table s2 and pdb 6uft', 'figure 2, s2, s3, s6, table s2 and pdb 6uft'	2				
3614	6lb2	Y	'figures 2, s2, s3, table 1 and pdb 6lb2'	1				
3615	6w52	Y	'figures 2, s2, s3, table s1 and pdb 6w52', 'figure 2, s2, s3, table s1 and pdb 6w52'	2				
3616	8di5	Y	'figures 2, s2, s3, table s1 and pdb 8di5', 'figure 2, s2, s3, table s1 and pdb 8di5'	2				
3617	2xzc	Y	'figures 2, s2, s4, s7, table s1 and pdb 2xzc'	1				
3618	6uc6	Y	'figures 2, s2, s6, table s2 and pdb 6uc6', 'figure 2, s2, s6, table s2 and pdb 6uc6'	2				
3619	6uht	Y	'figures 2, s2, s6, table s2 and pdb 6uht', 'figure 2, s2, s6, table s2 and pdb 6uht'	2				
3620	4hkx	Y	'figures 2, s2, table s1 and pdb 4hkx', 'figure 2, s2, table s1 and pdb 4hkx'	2				
3621	4ocl	Y	'figures 2, s2, table s1 and pdb 4ocl', 'pdb 4ocl, 4ocm and 4ocn', 'figure 2, s2, table s1 and pdb 4ocl'	2				
3622	4ocm	Y	'figures 2, s2, table s1 and pdb 4ocm', 'pdb 4ocl, 4ocm and 4ocn', 'figure 2, s2, table s1 and pdb 4ocm'	2				
3623	4ocn	Y	'figures 2, s2, table s1 and pdb 4ocn', 'pdb 4ocl, 4ocm and 4ocn', 'figure 2, s2, table s1 and pdb 4ocn'	2				
3624	5wna	Y	'figures 2, s2, table s1 and pdb 5wna', 'figure 2, s2, table s1 and pdb 5wna'	2				
3625	5wnb	Y	'figures 2, s2, table s1 and pdb 5wnb', 'figure 2, s2, table s1 and pdb 5wnb'	1				
3626	5cd5	Y	'figures 2, s2, table s2 and pdb 5cd5', 'figure 2, s2, table s2 and pdb 5cd5'	2				
3627	7kn5	Y	'figures 2, s2, table s2 and pdb 7kn5', 'figure 2, s2, table s2 and pdb 7kn5'	2				
3628	7kn6	Y	'figures 2, s2, table s2 and pdb 7kn6', 'pdb 7kn6 and 7kn7'	4				
3629	7kn7	Y	'figures 2, s2, table s2 and pdb 7kn7', 'pdb 7kn6 and 7kn7'	4				
3630	7l58	Y	'figures 2, s2, table s2 and pdb 7l58', 'figure 2, s2, table s2 and pdb 7l58'	2				
3631	7lxw	Y	'figures 2, s2, table s2 and pdb 7lxw', 'pdb 7lxy and 7lxw', 'figure 2, s2, table s2 and pdb 7lxw'	2				
3632	7lxx	Y	'figures 2, s2, table s2 and pdb 7lxx', 'pdb 7lxz and 7lxx', 'figure 2, s2, table s2 and pdb 7lxx'	2				
3633	7lxy	Y	'figures 2, s2, table s2 and pdb 7lxy', 'pdb 7lxy and 7lxw', 'pdb 7lxy, 7ly2, 7lxz', 'figure 2, s2, table s2 and pdb 7lxy'	3				
3634	7lxz	Y	'figures 2, s2, table s2 and pdb 7lxz', 'pdb 7lxy, 7ly2, 7lxz', 'pdb 7lxz and 7lxx'	3				
3635	7ly0	Y	'figures 2, s2, table s2 and pdb 7ly0', 'figure 2, s2, table s2 and pdb 7ly0'	1				
3636	7ly2	Y	'figures 2, s2, table s2 and pdb 7ly2', 'pdb 7lxy, 7ly2, 7lxz', 'pdb 7ly3, 7ly2, 7lyd', 'figure 2, s2, table s2 and pdb 7ly2'	3				
3637	7ru3	Y	'figures 2, s2, table s2 and pdb 7ru3', 'pdb 7ru3 and 7ru4', 'figure 2, s2, table s2 and pdb 7ru3'	2				
3638	7ru4	Y	'figures 2, s2, table s2 and pdb 7ru4', 'pdb 7ru3 and 7ru4', 'figure 2, s2, table s2 and pdb 7ru4'	2				
3639	6os0	Y	'figures 2, s2, table s3 and pdb 6os0', 'pdb 6os0, 6os1, 6os2', 'figure 2, s2, table s3 and pdb 6os0'	2				
3640	6os1	Y	'figures 2, s2, table s3 and pdb 6os1', 'pdb 6os0, 6os1, 6os2', 'figure 2, s2, table s3 and pdb 6os1'	2				
3641	6os2	Y	'figures 2, s2, table s3 and pdb 6os2', 'pdb 6os0, 6os1, 6os2', 'figure 2, s2, table s3 and pdb 6os2'	2				
3642	7mem	Y	'figures 2, s2, table s3 and pdb 7mem', 'figure 2, s2, table s3 and pdb 7mem'	2				
3643	6o39	Y	'figures 2, s2, tables s1, s2 and pdb 6o39', 'figure 2, s2, table s1, s2 and pdb 6o39'	2				
3644	6o3a	Y	'figures 2, s2, tables s1, s3 and pdb 6o3a', 'figure 2, s2, table s1, s3 and pdb 6o3a', 'figure 2, s2, tables s1, s3 and pdb 6o3a'	2				
3645	6o3b	Y	'figures 2, s2, tables s1, s4 and pdb 6o3b', 'figure 2, s2, table s1, s4 and pdb 6o3b'	2				
3646	7z12	Y	'figures 2, s3, and s4, table s1, and pdb 7z12', 'figure 2, s3, and s4, table s1, and pdb 7z12'	2				
3647	7x29	Y	'figures 2, s3, s4, s5, and pdb 7x29', 'pdb 7x26, 7x2a, and 7x29', 'figure 2, s3, s4, s5, and pdb 7x29'	2				
3648	7x2a	Y	'figures 2, s3, s4, s5, and pdb 7x2a', 'pdb 7x26, 7x2a, and 7x29', 'figure 2, s3, s4, s5, and pdb 7x2a'	2				
3649	7cac	Y	'figures 2, s3, s4, s5, s6, s7, tables s1, s2 and pdb 7cac', 'pdb 7cah, 7cai, 7cak, 7cac and table s2', 'figure 2, s3, s4, s5, s6, s7, table s1, s2 and pdb 7cac'	2				
3650	7cai	Y	'figures 2, s3, s4, s5, s6, s7, tables s1, s2 and pdb 7cai', 'pdb 7cah, 7cai, 7cak, 7cac and table s2', 'figure 2, s3, s4, s5, s6, s7, table s1, s2 and pdb 7cai'	2				
3651	7cak	Y	'figures 2, s3, s4, s5, s6, s7, tables s1, s2 and pdb 7cak', 'pdb 7cah, 7cai, 7cak, 7cac and table s2', 'figure 2, s3, s4, s5, s6, s7, table s1, s2 and pdb 7cak'	2				
3652	6pv7	Y	'figures 2, s3, s4, s5, table s1 and pdb 6pv7', 'pdb 6pv7 and pv8', 'figure 2, s3, s4, s5, table s1 and pdb 6pv7'	2				
3653	4cau	Y	'figures 2, s3, s4, s5, tables 1, s1 and pdb 4cau', 'figure 2, s3, s4, s5, table 1, s1 and pdb 4cau'	1				
3654	7d00	Y	'figures 2, s3, s4, s9, s10, tables s2, s3 and pdb 7d00', 'figure 2, s3, s4, s9, s10, table s2, s3 and pdb 7d00'	1				
3655	7d03	Y	'figures 2, s3, s4, s9, tables s2, s3 and pdb 7d03', 'pdb 7czw, 7d03 and table s3', 'figure 2, s3, s4, s9, table s2, s3 and pdb 7d03'	2				
3656	7kqh	Y	'figures 2, s3, s4, table s1 and pdb 7kqh', 'figure 2, s3, s4, table s1 and pdb 7kqh'	2				
3657	7kqi	Y	'figures 2, s3, s4, table s1 and pdb 7kqi'	2				
3658	6uyd	Y	'figures 2, s3, s4, table s2 and pdb 6uyd', 'pdb 6uyd and 6uym', 'figure 2, s3, s4, table s2 and pdb 6uyd'	2				
3659	6uyf	Y	'figures 2, s3, s4, table s2 and pdb 6uyf', 'figure 2, s3, s4, table s2 and pdb 6uyf'	2				
3660	6uym	Y	'figures 2, s3, s4, table s2 and pdb 6uym', 'pdb 6uyd and 6uym', 'figure 2, s3, s4, table s2 and pdb 6uym'	2				
3661	8iv5	Y	'figures 2, s3, s4, table s2, and pdb 8iv5', 'pdb 8iv5 and 8iv8', 'figure 2, s3, s4, table s2, and pdb 8iv5'	3				
3662	8iv8	Y	'figures 2, s3, s4, table s2, and pdb 8iv8', 'pdb 8iv5 and 8iv8', 'figure 2, s3, s4, table s2, and pdb 8iv8'	3				
3663	6jhq	Y	'figures 2, s3, s4, tables 1, s1 and pdb 6jhq', 'pdb 6jhq and table s1', 'figure 2, s3, s4, table 1, s1 and pdb 6jhq'	2				
3664	6jhs	Y	'figures 2, s3, s4, tables 1, s3 and pdb 6jhs', 'pdb 6jhs and table s3', 'figures 2, s3, s4, table 1, s3 and pdb 6jhs', 'figure 2, s3, s4, table 1, s3 and pdb 6jhs'	2				
3665	6jht	Y	'figures 2, s3, s4, tables 1, s4 and pdb 6jht', 'pdb 6jht and table s4', 'figure 2, s3, s4, tables 1, s4 and pdb 6jht'	2				
3666	7l2e	Y	'figures 2, s3, s4, tables s1, s3 and pdb 7l2e'	2				
3667	7k4n	Y	'figures 2, s3, s4, tables s2 and pdb 7k4n', 'figure 2, s3, s4, table s2 and pdb 7k4n'	1				
3668	7k45	Y	'figures 2, s3, s4, tables s2, s3 and pdb 7k45', 'figure 2, s3, s4, table s2, s3 and pdb 7k45'	2				
3669	7nll	Y	'figures 2, s3, s6, s7, s8, table s1, s2 and pdb 7nll', 'pdb 7nll and 7ns6', 'figure 2, s3, s6, s7, s8, table s1, s2 and pdb 7nll'	2				
3670	7ns6	Y	'figures 2, s3, s6, s7, s8, table s1, s2 and pdb 7ns6', 'pdb 7nll and 7ns6', 'figure 2, s3, s6, s7, s8, table s1, s2 and pdb 7ns6'	2				
3671	3lh2	Y	'figures 2, s3, s6, tables 2, s3, s4, s5, s6 and pdb 3lh2', 'tables s5, s6 and pdb 3lh2', 'figure 2, s3, s6, table 2, s3, s4, s5, s6 and pdb 3lh2', 'table s5, s6 and pdb 3lh2'	2				
3672	3lhp	Y	'figures 2, s3, s6, tables 2, s3, s4, s5, s6 and pdb 3lhp', 'tables s5, s6 and pdb 3lhp', 'figure 2, s3, s6, table 2, s3, s4, s5, s6 and pdb 3lhp', 'table s5, s6 and pdb 3lhp'	2				
3673	6qee	Y	'figures 2, s3, table s1 and pdb 6qee', 'figure 2, s3, table s1 and pdb 6qee'	2				
3674	7kqg	Y	'figures 2, s3, table s1 and pdb 7kqg', 'figure 2, s3, table s1 and pdb 7kqg'	2				
3675	7lss	Y	'figures 2, s3, table s1 and pdb 7lss'	2				
3676	6pzf	Y	'figures 2, s3, table s1, pdb 6pzf'	1				
3677	6ul4	Y	'figures 2, s3, table s2 and pdb 6ul4'	2				
3678	7so9	Y	'figures 2, s3, table s3 and pdb 7so9', 'pdb 7so9 and 7soa', 'figure 2, s3, table s3 and pdb 7so9'	3				
3679	7soa	Y	'figures 2, s3, table s3 and pdb 7soa', 'pdb 7so9 and 7soa', 'figure 2, s3, table s3 and pdb 7soa'	2				
3680	7sob	Y	'figures 2, s3, table s3 and pdb 7sob', 'pdb 7sob and 7sod', 'pdb 7soc and 7sob', 'figure 2, s3, table s3 and pdb 7sob'	3				
3681	7soc	Y	'figures 2, s3, table s3 and pdb 7soc', 'pdb 7soc and 7sob', 'figure 2, s3, table s3 and pdb 7soc'	2				
3682	7sod	Y	'figures 2, s3, table s3 and pdb 7sod', 'pdb 7sob and 7sod'	2				
3683	7soe	Y	'figures 2, s3, table s3 and pdb 7soe', 'pdb 7soe and 7sof', 'figure 2, s3, table s3 and pdb 7soe'	2				
3684	7sof	Y	'figures 2, s3, table s3 and pdb 7sof', 'pdb 7soe and 7sof'	2				
3685	6fyt	Y	'figures 2, s3, tables s1, s3 and pdb 6fyt (v1.1)', 'table s3 and pdb 6fyt'	2				
3686	7l2f	Y	'figures 2, s3, tables s1, s3 and pdb 7l2f', 'figures 2, s3, table s1, s3 and pdb 7l2f', 'figure 2, s3, table s1, s3 and pdb 7l2f'	2				
3687	6k64	Y	'figures 2, s4, s5, s6, table s3 and pdb 6k64', 'table 1 and pdb 6k64', 'figure 2, s4, s5, s6, table s3 and pdb 6k64'	2				
3688	7re7	Y	'figures 2, s4, s5, s7,table s1 and pdb 7re7', 'figures 2, s4, table s1 and 7re7'	3				
3689	5j3d	Y	'figures 2, s4, s5, table s1 and pdb 5j3d', 'figure 2, s4, s5, table s1 and pdb 5j3d'	2				
3690	6wo3	Y	'figures 2, s4, s5, table s1 and pdb 6wo3', 'figure 2, s4, s5, table s1 and pdb 6wo3'	2				
3691	6weq	Y	'figures 2, s4, s5, tables s1, s2 and pdb 6weq', 'figure 2, s4, s5, table s1, s2 and pdb 6weq'	2				
3692	6wer	Y	'figures 2, s4, s5, tables s1, s2 and pdb 6wer', 'pdb 6wer, 7k93', 'figures 2, s4, s5, table s1, s2 and pdb 6wer'	2				
3693	7k93	Y	'figures 2, s4, s5, tables s1, s2 and pdb 7k93', 'pdb 6wer, 7k93', 'figure 2, s4, s5, tables s1, s2 and pdb 7k93'	2				
3694	7u0p	Y	'figures 2, s4, s7, tables s2, s3 and pdb 7u0p', 'figures 2, s4, s7, table s2, s3 and pdb 7u0p', 'figure 2, s4, s7, table s2, s3 and pdb 7u0p'	2				
3695	8iv4	Y	'figures 2, s4, table s2, and pdb 8iv4', 'figure 2, s4, table s2, and pdb 8iv4'	1				
3696	6pzz	Y	'figures 2, s4, table s2, pdb 6pzz', 'figure 2, s4, table s2, pdb 6pzz'	1				
3697	5mev	Y	'figures 2, s4, table s3 and pdb 5mev', 'pdb 5mev and 5mes'	2				
3698	7pqy	Y	'figures 2, s4, table s3 and pdb 7pqy', 'pdb 7pqy and 7pqz', 'figure 2, s4, table s3 and pdb 7pqy'	2				
3699	6mph	Y	'figures 2, s4, table s4 and pdb 6mph', 'pdb 6mph, 6osy, 6ot1, 6nf2, 6n1w, 6n1v, 6mpg', 'figure 2, s4, table s4 and pdb 6mph'	2				
3700	6n1v	Y	'figures 2, s4, table s4 and pdb 6n1v', 'figures 6, s4, table s4 and pdb 6n1v', 'pdb 6mph, 6osy, 6ot1, 6nf2, 6n1w, 6n1v, 6mpg', 'figure 2, s4, table s4 and pdb 6n1v', 'figure 6, s4, table s4 and pdb 6n1v'	3				
3701	6n1w	Y	'figures 2, s4, table s4 and pdb 6n1w', 'pdb 6mph, 6osy, 6ot1, 6nf2, 6n1w, 6n1v, 6mpg', 'figure 2, s4, table s4 and pdb 6n1w'	2				
3702	6nf2	Y	'figures 2, s4, table s4 and pdb 6nf2', 'pdb 6mph, 6osy, 6ot1, 6nf2, 6n1w, 6n1v, 6mpg', 'figure 2, s4, table s4 and pdb 6nf2'	2				
3703	6osy	Y	'figures 2, s4, table s4 and pdb 6osy', 'pdb 6mph, 6osy, 6ot1, 6nf2, 6n1w, 6n1v, 6mpg', 'figure 2, s4, table s4 and pdb 6osy'	2				
3704	6ot1	Y	'figures 2, s4, table s4 and pdb 6ot1', 'pdb 6mph, 6osy, 6ot1, 6nf2, 6n1w, 6n1v, 6mpg', 'figure 2, s4, table s4 and pdb 6ot1'	2				
3705	6e4x	Y	'figures 2, s4, table s5 and 6e4x', 'pdb 6e4x', 'figure 2, s4, table s5 and 6e4x'	2				
3706	6e56	Y	'figures 2, s4, table s5 and 6e56', 'pdb 6e56', 'figure 2, s4, table s5 and 6e56'	2				
3707	6fyu	Y	'figures 2, s4, tables s1, s4 and pdb 6fyu (v1.1)', 'table s4 and pdb 6fyu', 'figure 2, s4, table s1, s4 and pdb 6fyu (v1.1)'	2				
3708	6wo4	Y	'figures 2, s4,s5, table s1 and pdb 6wo4'	2				
3709	7xic	Y	'figures 2, s5, s6, s7, s8, s9, table s1 and pdb 7xic', 'figure 2, s5, s6, s7, s8, s9, table s1 and pdb 7xic'	2				
3710	7djz	Y	'figures 2, s5, s6, s7, table 1, supplemental table 1 and pdb 7djz'	2				
3711	7sjs	Y	'figures 2, s5, s6, table s1 and pdb 7sjs', 'figure 2, s5, s6, table s1 and pdb 7sjs'	1				
3712	7upl	Y	'figures 2, s5, s7, tables s2, s3 and pdb 7upl', 'figure 2, s5, s7, table s2, s3 and pdb 7upl'	2				
3713	6ur5	Y	'figures 2, s5, table s1 and pdb 6ur5', 'figure 2, s5, table s1 and pdb 6ur5'	1				
3714	7sg4	Y	'figures 2, s5, table s2 and pdb 7sg4', 'figure 2, s5, table s2 and pdb 7sg4'	2				
3715	5k9k	Y	'figures 2, s5, table s5 and pdb 5k9k', 'figure 2, s5, table s5 and pdb 5k9k'	2				
3716	7y7j	Y	'figures 2, s7, s8, s9, table s5 and pdb 7y7j', 'pdb 7y7j and 7y7k', 'figure 2, s7, s8, s9, table s5 and pdb 7y7j'	2				
3717	7y7k	Y	'figures 2, s7, s8, s9, table s5 and pdb 7y7k', 'pdb 7y7j and 7y7k', 'figure 2, s7, s8, s9, table s5 and pdb 7y7k'	2				
3718	6k3m	Y	'figures 2, s8, s10, table s3 and pdb 6k3m', 'table s1 and pdb 6k3m', 'figure 2, s8, s10, table s3 and pdb 6k3m'	2				
3719	4xtr	Y	'figures 2, s8, s9, s12, table s1 and pdb 4xtr', 'pdb 4xtr, 4xvu and 4xwo', 'figure 2, s8, s9, s12, table s1 and pdb 4xtr'	2				
3720	6k6b	Y	'figures 2, s9, s10, table s3 and pdb 6k6b', 'table s1 and pdb 6k6b', 'figure 2, s9, s10, table s3 and pdb 6k6b'	2				
3721	6svl	Y	'figures 2, supplementary figure 9, supplementary table 1 and pdb 6svl', 'figure 2, supplementary figure 9, supplementary table 1 and pdb 6svl'	2				
3722	4od2	Y	'figures 2, supplementary figures 2, 3, 4, supplementary table 1 and pdb 4od2', 'figure 2, supplementary figure 2, 3, 4, supplementary table 1 and pdb 4od2'	2				
3723	6cnv	Y	'figures 2, table s1 and pdb 6cnv (v1.0)', 'figures 2, tables s1, s2 and pdb 6cnv (v1.0)', 'figure 2, table s1 and pdb 6cnv (v1.0)', 'figure 2, table s1, s2 and pdb 6cnv (v1.0)'	3				
3724	7ubx	Y	'figures 2, tables s1, s4 and pdb 7ubx', 'figure 2, table s1, s4 and pdb 7ubx'	2				
3725	3j70	Y	'figures 2,3 and pdb 3j70', 'figure 2,3 and pdb 3j70'	2				
3726	3mj9	Y	'figures 2,3 and pdb 3mj9', 'table 1, figures 1, 2, 3, 4 and pdb 3mj9', 'figure 2,3 and pdb 3mj9', 'table 1, figure 1, 2, 3, 4 and pdb 3mj9'	2				
3727	snd	N	'figures 2a, 3, 7, supplementary figures 3 snd 6', 'figures 5, 6, s2 snd tables s5 and s7', 'figure 2a, 3, 7, supplementary figure 3 snd 6', 'figure 5, 6, s2 snd tables s5 and s7', 'figure 5, 6, s2 snd table s5 and s7'	2				
3728	anad	N	'figures 2b anad 2d', 'figure 2b anad 2d'	1				
3729	7ki6	Y	'figures 3 and 4 and table 1 and extended data figures 3, 4, and 5 and pdb 7ki6'	2				
3730	7e9n	Y	'figures 3 and 4, supplementary figures s3 and s7, table s1, and pdb 7e9n', 'pdb 7e9n, 7f46, 7e9o, 7e9p, and 7e9q', 'figure 3 and 4, supplementary figure s3 and s7, table s1, and pdb 7e9n'	2				
3731	7e9o	Y	'figures 3 and 4, supplementary figures s3 and s7, table s1, and pdb 7e9o', 'pdb 7e9n, 7f46, 7e9o, 7e9p, and 7e9q', 'figure 3 and 4, supplementary figure s3 and s7, table s1, and pdb 7e9o'	2				
3732	7e9p	Y	'figures 3 and 4, supplementary figures s3 and s7, table s1, and pdb 7e9p', 'pdb 7e9n, 7f46, 7e9o, 7e9p, and 7e9q', 'figure 3 and 4, supplementary figure s3 and s7, table s1, and pdb 7e9p'	2				
3733	7e9q	Y	'figures 3 and 4, supplementary figures s3 and s7, table s1, and pdb 7e9q', 'pdb 7e9n, 7f46, 7e9o, 7e9p, and 7e9q', 'figure 3 and 4, supplementary figure s3 and s7, table s1, and pdb 7e9q'	2				
3734	7f46	Y	'figures 3 and 4, supplementary figures s3, s4, and s7, table s1, and pdb 7f46', 'pdb 7e9n, 7f46, 7e9o, 7e9p, and 7e9q', 'figure 3 and 4, supplementary figure s3, s4, and s7, table s1, and pdb 7f46'	2				
3735	7xst	Y	'figures 3 and 4, supplementary figures s4 and s5, supplementary tables s1 and s2, and pdb 7xst', 'figure 3 and 4, supplementary figure s4 and s5, supplementary tables s1 and s2, and pdb 7xst', 'figure 3 and 4, supplementary figure s4 and s5, supplementary table s1 and s2, and pdb 7xst'	2				
3736	8fe3	Y	'figures 3 and 4, tables s2 and s3, and pdb 8fe3', 'figure 3 and 4, tables s2 and s3, and pdb 8fe3'	2				
3737	8fe4	Y	'figures 3 and 4, tables s2 and s4, and pdb 8fe4'	1				
3738	8gb5	Y	'figures 3 and s10, table s1, and pdb 8gb5', 'figure 3 and s10, table s1, and pdb 8gb5'	2				
3739	7kc1	Y	'figures 3 and s4, table s2, and pdb 7kc1'	2				
3740	7q9b	Y	'figures 3 and s6, tables s3 and s4, and pdb 7q9b'	2				
3741	7skz	Y	'figures 3 and s6, tables s3 and s4, and pdb 7skz', 'figure 3 and s6, table s3 and s4, and pdb 7skz'	1				
3742	7u0a	Y	'figures 3 and s6, tables s3 and s4, and pdb 7u0a', 'figure 3 and s6, table s3 and s4, and pdb 7u0a'	1				
3743	1fl6	Y	'figures 3, 3, 5 , 6, 7 and pdb 1fl6'	1				
3744	1sjx	Y	'figures 3, 4 and pdb 1sjx', 'figure 3, 4 and pdb 1sjx'	1				
3745	6vo3	Y	'figures 3, 4 and pdb 6vo3', 'figure 3, 4 and pdb 6vo3'	2				
3746	7kde	Y	'figures 3, 4 and pdb 7kde', 'figure 3, 4 and pdb 7kde'	2				
3747	supplemantary	N	'figures 3, 4 and supplemantary figure 1', 'supplemantary table s2', 'figure 3, 4 and supplemantary figure 1'	2				
3748	4plj	Y	'figures 3, 4 s7, tables 1, s1 and pdb 4plj', 'table s1 and pdb 4plj', 'figure 3, 4 s7, table 1, s1 and pdb 4plj'	2				
3749	4plk	Y	'figures 3, 4 s7, tables 1, s1 and pdb 4plk', 'figure 3, 4 s7, table 1, s1 and pdb 4plk'	2				
3750	6u59	Y	'figures 3, 4, 5 and pdb 6u59'	2				
3751	2eiz	Y	'figures 3, 4, 5 and tables 2, 4, 5, s2 and pdb 2eiz', 'figure 3, 4, 5 and table 2, 4, 5, s2 and pdb 2eiz'	2				
3752	2eks	Y	'figures 3, 4, 5 and tables 2, 4, 5, s2 and pdb 2eks', 'figure 3, 4, 5 and tables 2, 4, 5, s2 and pdb 2eks'	2				
3753	2yss	Y	'figures 3, 4, 5 and tables 2, 4, 5, s2 and pdb 2yss', 'figure 3, 4, 5 and table 2, 4, 5, s2 and pdb 2yss'	2				
3754	2c1p	Y	'figures 3, 4, 5, 6, 7, 8, table 1 and pdb 2c1p', 'figure 3, 4, 5, 6, 7, 8, table 1 and pdb 2c1p'	1				
